gold_id,is_common_sample,assigned_to,candidate_group,rating,rating_num,content_norm,goods_name,brand_name,option_text,analysis_category,survey_size,survey_color,survey_thickness,survey_stretch,strong_complaint_matches,weak_topic_matches,risky_common_matches,positive_matches,has_contrast_marker,late_delivery,wrong_item,missing_item,damaged_on_arrival,packaging_issue,size_large,size_small,fit_dissatisfaction,finish_defect,durability,contamination,fabric_issue,thickness,poor_comfort,color_mismatch,design_mismatch,price_dissatisfaction,other_complaint,uncertain,labeler,label_notes,is_complaint_auto,coarse_labels_auto,review_id,goods_no,,label_notes,의논여부,,cross_notes
G0045,1,ALL,mixed_or_partial_rating4,4,4,일단 기본 스탈인만큼 호불호 없을듯 합니다 하지만 원단이 많이 얇아서 세탁기 및 건조기를 돌려봐야 할듯 합니다,스몰 스크립트 로고 코튼 반팔 티셔츠 Black,챔피온,2XL,상의,,,,,,"원단, 얇아, 얇아서, 원단이","다, 합니다, 할, 듯, 하지만, 기본, 일단, 만큼",,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,member1,,,,78031036,4319565,,,,,
G0046,0,member3,partial_complaint_in_rating5,5,5,가을 캠핑이 연상되는 재킷입니다 어깨 40에 건장한 걸인데 오버핏으로 넉넉해요 남자 100까지도 입을 수 있는 사이즈 입니다 66미만 여성이라면 가장 xs이나 s사이즈 추천합니다 얇은데 보온성이 좋아 사무실에서 편하게 입거나 가을부터 초겨울까지 입기 좋아보여요 주머니도 추운 재질이 아니라 따듯한 천으로 되어있어서 손을 넣으면 정말 따듯해요 아니면 안에 많이 껴입으면 적당히 추운 겨울까지도 가능할 듯 마감이나 퀄리티는 무탠다드답게 깔끔하고 무난합니다 여분의 단추도 있어 이부분은 감동 색상은 밝고 흰색이 섞인 카키입니다 잘 코디하면 멋쟁이가 될지도...☆ 저는 멋쟁이가 아니라 생존템으로 잘 입을듯해요!,우먼즈 오버사이즈 어니언 퀼티드 재킷 [카키],무신사 스탠다드 우먼,M,아우터,,,,,"마감이, 마감","색, 사이즈, 핏, 색상, 색이, 퀄리티, 얇은, 핏으로, 오버핏으로, 흰색, 퀄리티는","다, 좋아, 잘, 면, 수, 합니다, 하게, 으로, 질, 할, 있어, 입니다, 해요, 입기, 입을, 울, 재질, 티, 감이, 듯, 있어서, 추천, 편하게, 키, 까지, 재질이, 입을 수, 입으면, 되어, 될","적당히, 추천합니다, 깔끔하고, 다 잘, 잘 입을, 코디",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member3,불만 없음,,,69581855,4224252,,,,,
G0047,1,ALL,clear_complaint_low_rating,1,1,"익일 도착 보장이라고 해서 선물용으로 구매했는데 배송 지연됨 늦게 도착해서 선물로서의 가치가 없어져 일주일동안 방치하다가 개봉함 일주일 넘어서 교환기간도 지났고 사이즈 맞을거 아니까 그냥 택 바로 떼고 입었는데 팔부분 올 뜯겨있음 택 떼버려서 교환, 환불 안된다고 함 수선이라도 받으려고 절차 문의 남겼는데 수선 서비스도 따로 없고 사설로 알아서 수선 받으라고 함 후기 찾아보니 저처럼 올 나간 분 또 있었는데 지금은 지우신 건지 못찾겠네요 보세도 아니고 폴로랄프로렌이라 검수 없이 그냥 택 제거했는데 다른 분들은 수령하고 바로 하자 확인 꼭 하세요",케이블 니트 코튼 V넥 스웨터-블루,폴로 랄프 로렌,XS,상의,,,,,"검수, 교환, 환불, 지연, 하자, 배송 지연","사이즈, 배송","다, 들, 수, 해서, 으로, 했는데, 넘, 올, 없이, 또, 구매했는데, 지금, 바로, 분들은, 없고","선물, 있었는데, 착",FALSE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,member1,,,,56943385,3097199,,,,,
G0048,1,ALL,partial_complaint_in_rating5,5,5,숄더에 맸을 때 그립감이 엄청 좋진 않은데 불편할 정도는 아니에요 그래도 손에 들거나 팔에 걸쳐서 사용하는 빈도가 훨 많긴 해요 ㅋ 적당히 수납되고 어느 코디에나 편하게 들 수 있는 색감이라 자주 손이 갑니다 스크레치에 강할 것 같고 바닥도 탄탄해서 변형도 없을 듯 해서 좋아요 지퍼도 부드럽고 마감도 깔끔하고 요즘 젤 편하게 많이 들고 다니는 가방입니다 가격대비 퀼리티 매우 만족합니다,Plump bag ·  플럼백,스탠드오일,마론 (23A-063A-MA),가방,,,,,"마감, 불편, 마감도, 불편할","색, 가격, 색감, 가격대비, 색감이, 팔에","다, 좋아, 들, 수, 해서, 합니다, 하게, 더, 때, 할, 입니다, 해요, 티, 긴, 감이, 듯, 편하게, 가방, 정도, 엄청, 들고, 대비, 사용, 매우, 않은, 수 있는, 손이","좋아요, 만족합니다, 적당히, 부드럽고, 요즘, 깔끔하고, 탄탄해서, 매우 만족합니다, 만족, 수납, 어느, 코디",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,member1,,,,82040289,3061872,,,,,
G0049,0,member1,mixed_or_partial_rating4,4,4,색상이나 핏은 제가 생각한 핏이에요 다만 마감이 좀 아쉬워요,[메르고X플랙] 셀비지 자켓 K50 로우,플랙,M,아울렛,정사이즈,화면과 비슷,적당함,,"마감이, 마감, 마감이 좀","색, 핏, 핏이, 색상, 색상이, 핏은, 핏이에요","다, 생각, 감이, 제가, 다만",,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,member1,,,,82419959,4933479,,,,,
G0050,1,ALL,partial_complaint_in_rating5,5,5,에어포스 265신는데 260 조금 헐렁하긴 한데 불편란 정도는 아니에요 잘 신겠습니다,남성 클래식 부츠 위트브라운_TB1A1P3L2311,팀버랜드,080(260),신발,,,,,불편,,"다, 잘, 긴, 조금, 정도, 신는, 신는데",,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member1,,,,73570131,2843882,,불만없음,,,
G0051,0,member3,clear_complaint_low_rating,3,3,음.. 디자인 진짜 이쁜데 지퍼가 진짜.. 너무.. 옷 퀄리티를 확 낮추는 거 같아요 불량인가 싶을 정도로 올리기가 힘들고 내릴 때도 불안해요 그 외엔 만족합니다,스포티 트랙 세미 크롭 니트 집업 - BROWN,오드스튜디오,BROWN · ONE,아우터,정사이즈,화면과 비슷,,,"불량, 불량인가","디자인, 퀄리티","다, 들, 같아, 같아요, 합니다, 때, 해요, 옷, 티, 정도, 거 같아요, 들고, 올, 정도로","만족합니다, 이쁜, 만족, 때도",TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,member3,,,,81076231,4371209,,,,,
G0052,0,member3,mixed_or_partial_rating4,4,4,생각보다 길긴 한데 적당히 길고 핏도 너무 예뻐요 다만 아래쪽 지퍼는 조금 채우기 힘든 것 같아요,[330g] 피그먼트 2way Peak-Logo 후드집업 (JQ5TZU612NA),지프,M,아우터,많이 큼,밝음,적당함,,,"핏, 핏도, 핏도 너무","다, 같아, 같아요, 보다, 생각, 것 같아, 긴, 생각보다, 것 같아요, 조금, 다만","예뻐요, 적당히",TRUE,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,member3,,,,78706809,4434691,,,,,
G0053,0,member2,partial_complaint_in_rating5,5,5,몸무게 33키로 아이한테 허리가 살짝 커요 그래도 속바지도 붙어있고 가성비 넘 좋네요,여아) 테마 프레피 코튼혼방 플리츠 우븐스커트_MKE2RS2211,탑텐 키즈,BE · 150,원피스/스커트,,,,,커요,"가성비, 허리, 허리가","살, 바지, 키, 살짝, 넘, 있고",좋네요,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,72997915,3845327,,,,,
G0054,0,member1,partial_complaint_in_rating5,5,5,카드만 간편히 들고다니려고 구매했어요 평이 좋아서 구매했는데 진짜 예쁘네요 가죽 품질도 좋고 마감이 좋아요 디자인이랑 색상도 예쁘구여 가격도 비싼 편은 아니어서 잘구매한거같아요,이탈리안 베지터블 페블 카드지갑 카라멜,그레이그레이,none,패션소품/액세서리,,,,,"마감이, 마감","색, 가격, 디자인, 색상, 디자인이, 색상도, 가격도, 품질, 품질도","다, 좋아, 잘, 들, 같아, 같아요, 질, 했는데, 감이, 했어요, 들고, 구매했는데, 가죽","좋아요, 좋고, 좋아서, 예쁘네요, 구매했어요",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member1,,,,19598351,1488002,,불만없음,,,
G0055,,member4,clear_non_complaint_rating5,5,5,이번에 가방사고 너무 마음에 들어서 지갑이랑 셋트로 맞추고 싶어서 한번 사봤는데 너무 귀여워요ㅎㅎ개인적으로 면도칼이 조금더 클줄 알았는데 생각보다 작아서 그게 아쉽??지만 다른건 다 좋아요!,Perfec Essence Card wallet (퍼펙 에센스 카드지갑) Black,분크,단품,가방,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member4,,,,83041369,3043239,,,,,
G0056,0,member1,mixed_or_partial_rating4,4,4,"사이즈 고민 정말 많이 하고 s로 구입했는데, 저에게는 거의 정핏입니다. 나쁘지 않은 것 같아서 그냥 구매결정 눌렀습니다. 어깨가 그렇게 넓은 편도 아닌데, 어깨쪽이 조금 딱 맞는 느낌이네요. 남자분들은 키가 작은 편이더라도, 최소 M 사이즈 추천드립니다. 다시 구입한다면, 혹은 입어보고 구매했다면 M 사이즈 가긴 했을 것 같습니다. 검정이 많아서 챠콜 색상 했는데, 예쁜 색상이에요. 호주머니 입구가 다른 외투에 비해, 중간으로 좀 몰려있고, 호주머니에 지퍼나 똑딱이가 없는 점은 아쉬워요. 다른 색상 지퍼 달아서 나오면(아님 가슴쪽 주머니) 또 구입할 생각 있습니다. 호주먼에 넣은 물건이 빠져서 잃어버리면, 그때부터는 또 이 옷을 사게된 걸 후회할 게 뻔해서요. 두께는 여름용 바막보다는 두꺼운 편입니다. 그정도로 엄청 얇은 편은 아니고 봄에 입기 좋은 두께감입니다.",OG NYLON WINDBREAKER JACKET charcoal,엘엠씨,S,아우터,,,,,,"색, 사이즈, 핏, 색상, 두께, 두께감, 얇은, 색상이, 두께는, 핏입니다","다, 들, 면, 같아, 해서, 으로, 딱, 더, 때, 보다, 할, 입니다, 생각, 입기, 옷, 좋은, 했는데, 것 같아, 느낌, 긴, 입어, 조금, 추천, 키, 정도, 같습니다, 엄청, 중, 느낌이, 봄",여름,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,member1,,,,57593936,3444333,,"호주머니 입구가 다른 외투에 비해, 중간으로 좀 몰려있고, 호주머니에 지퍼나 똑딱이가 없는 점은 아쉬워요.>디자인 차이",,,
G0057,,member4,clear_non_complaint_rating5,5,5,키작고 마른체형인데 특히 골반과 힙이 없어요 바지 저한테 되게 여유있게 맞는핏이고 조금벙벙해서 오히려 맘에듭니다 생각했던것보다 얇고 후들거린다해야하나? 암튼 얇아요 통도 넓어요,G CLASSIC SOFT SHORTS (GRAY),글로니,S,하의,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member4,,,,59394942,3782096,,,,,
G0058,1,ALL,partial_complaint_in_rating5,5,5,"우선 제가 찾던 가방은 전공책, 아이패드12.9인치, 노트북이 들어가는 사이즈의 가방 + 백팩처럼 부피 차지가 크지 않고 학교 갈 때 말고도 들고 다닐 수 있게 예쁘고 무난하고 범용성이 넓은 가방 + 흐물거려서 책 넣으면 모양이 망가지지 않도록 적당히 모양이 잡혀있는 가방 + 비오는 날에도 내용물이 젖지 않고 들고다닐 수 있도록 지퍼로 입구를 막을 수 있는 가방 + 가장 중요한.... 위 모든 걸 만족하고도 가격대가 착한 가방(3만 5천원에 구매) 이었습니다. 오늘 배송 받았고 들고 약속 갔다가 온 결과 어깨도 편했습니다. 인조가죽이라 그 가격대만큼의 퀄처럼은 보이지만 오히려 빤들한 게 힙하고 어디든지 갖다 대면 그 날의 오오티디 완성~! 같은 느낌이 들더라고요 후리하게 입은 날에 효과가 극대화되는 것 같습니다ㅋㅋ 아이패드 12.9인치 가볍게 수납되고 아쉽게도 저와 10년을 함께한 벽돌 노트북은 모서리가 삐져나오긴 합니다 ㅜ. 상품 설명란에도 나와있듯이 15인치 노트북까지 수납되는 것 같더라고요. 그래도 지퍼 열면 담기기는 해서 비 안오는 날에는 어찌저찌 잘 수납하고 다닐 것 같긴 합니다. 배송은 첨부한 사진과 같이 포장되어 왔고 마감 상태, 재질, 크기 모두 만족합니다. 마음에 들면 마르고 닳아 없어질 때까지, 너 거지야? 소리 들을 때까지 들고 다니는데 이 가방도 그렇게 될 것 같습니다ㅎㅎ",져니 빅 숄더백 / 블랙,두마로,NONE,가방,,,,,마감,"사이즈, 가격, 배송, 상품, 배송은, 어깨도","다, 잘, 들, 면, 수, 해서, 합니다, 하게, 더, 때, 질, 들어, 전, 재질, 티, 느낌, 긴, 듯, 가방, 날, 같습니다, 중, 않고, 느낌이, 까지, 들고, 했습니다, 같은, 들어가, 막","만족합니다, 마음에, 적당히, 다닐, 모두, 만족, 어디든, 다닐 수, 갈, 수납, 들고 다닐, 착",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member1,,,,64835808,4400851,,불만없음,,,
G0059,0,member5,ambiguous_low_rating_topic_only,2,2,배송은 엄청나게 느려서 오래기다렸는데 옷은 괜찮네요,빈티지 스트라이프 셔츠 (블랙),후크,NONE,상의,,,,,,"배송, 배송은","다, 옷, 엄청",,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member5,,,,68643826,4414840,,,,,
G0060,,member4,partial_complaint_in_rating5,5,5,평소에 브라운계열이 잘 안받는 겨울쿨톤인 사람인데도 잘 받았어요! 완전 어두운 브라운입니다. 나무껍질색..? 단추에서 한번 더 감싸는 디테일이 있어서 바람 덜들어오고 안감 있어서 보온성도 제법 만족스럽습니다. 세미오버핏으로 떨어지는데 정장핏처럼 불편하지 않아서 좋네요. 기장도 딱 정강이 반 정도 오는 게 .. 이거 웨않사..!?,레글런 울 발마칸 코트 - 브라운,라미네즈,one size,아우터,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member4,,,,55048875,2211829,,,,,
G0061,0,member5,partial_complaint_in_rating5,5,5,제가 디자인도 예쁘면서 키높이 운동화를 찾고 있었는데~ 이 신발이 딱이더라구요 ㅎㅎ 다만 저는 한 사이즈 크게 사라는 리뷰보고 샀다가 다시 정사이즈로 교환했어요,[SET] 어글리 대디 매쉬 운동화 (트리플 블랙) + 미드삭스 (2팩),버튼서울,240 + 미드삭스(블랙) 4팩,신발,,,,,교환,"사이즈, 디자인, 디자인도, 정사이즈, 사이즈로, 정사이즈로","다, 면, 딱, 더, 키, 했어요, 운동, 신발, 제가, 보고, 크게, 다만, 저는, 운동화","찾고, 찾고 있었는데, 있었는데",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member5,,,,73710402,4332234,,,,,
G0062,0,member3,ambiguous_low_rating_topic_only,3,3,색감은 예쁩니다 안감도 딱 기본적인 느낌이라 좋습니다,남)세로스트라이프 기본 셔츠 [FRNFCSL121M],그루브라임,BKA · L,아울렛,조금 작음,화면과 비슷,,,,"색, 색감, 색감은","다, 딱, 느낌, 느낌이, 기본","좋습니다, 예쁩니다",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member3,불만 없음,,,83317589,4697298,,,,,
G0063,,member4,clear_non_complaint_rating5,5,5,아주 부드럽고 나긋나긋한 촉감이예요. 세일해서 샀는데 다른 색 또 사고 싶네요.,소프킨 그레이체크 카라 커플 잠옷 세트,도씨,그레이체크 · 남XL,속옷/홈웨어,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member4,,,,53332556,3569018,,,,,
G0064,,member4,partial_complaint_in_rating5,5,5,가격대비 퀄리티 좋습니다. 한달간 착용했을 때 크게 불편한 없이 잘 신고 잇어요.,베이직 슬라이드 BLACK(FF3ASL01U_160),피파 1904,270,신발,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member4,,,,72177687,2982913,,,,,
G0065,0,member5,clear_non_complaint_rating5,5,5,사진 그대로 핏 색감 이뻐요 운동할 때 외출할 때 매번 입고있어요,범고래 머슬 브레이커 자켓,바이젝,블랙 · XL,아우터,,,,,,"색, 핏, 색감","때, 할, 있어, 입고, 이뻐요, 운동, 있어요, 할 때","운동할, 운동할 때",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member5,,,,82251517,4525775,,,,,
G0066,1,ALL,ambiguous_low_rating_topic_only,3,3,사이즈 적당해요. 코디하기 무난해요. 가성비 좋아요.,시티 스트라이프 오버 셔츠(시티블랙),테이크이지,L,상의,정사이즈,화면과 비슷,,,,"사이즈, 가성비","좋아, 해요","좋아요, 코디",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member1,,,,83153396,1574264,,불만없음,,,
G0067,0,member2,mixed_or_partial_rating4,4,4,조금 크고 널널한 핏이에요! 쉽게 볼수 있는 그냥 냉장고바지? 같은 느낌인데 탄탄하고 편해서 오래 입을거같아용,우먼즈 소프트 저지 와이드 라운지 팬츠 [블랙],무신사 스탠다드 우먼,M,하의,조금 큼,화면과 비슷,,강함,,"핏, 핏이, 핏이에요","같아, 수, 해서, 입을, 느낌, 조금, 바지, 같은, 볼, 수 있는","편해서, 탄탄하고",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,82117049,3863291,,,,,
G0068,1,ALL,clear_non_complaint_rating5,5,5,저렴한 가격에 스타일이 좋아요. 편하게 잘 입을 것 같아요.,우먼즈 라이트웨이트 와이드 밴딩 데님 팬츠 [딥 인디고],무신사 스탠다드 우먼,26,하의,,,,,,"가격, 가격에","좋아, 잘, 같아, 같아요, 하게, 입을, 것 같아, 것 같아요, 타, 편하게, 스타일, 저렴한, 스타일이","좋아요, 잘 입을, 편하게 잘, 입을 것 같아요, 잘 입을 것",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member1,,,,79296571,3134735,,불만없음,,,
G0069,,member4,partial_complaint_in_rating5,5,5,첨에 불량상품이 왔는데 친절하고 빠르게 대응해주셔서 넘 감스했어요 새로온 상품은 완전 깔꼼했어요 마크모크에서 신발 첨 사보는데 진자 푹신하고 가벼워요ㅠ 와이드 쉐입이라 종아리도 상대적으로 얇아보여서 좋은거 같아여 어느 코디나 유용하게 사용할 수 있어서 진짜 너무 잘산 부츠에요 ㅠ,Monk 3Color 캐쥬얼 와이드쉐입 미들부츠 5Cm,마크모크,Black · 230,신발,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member4,,,,49278910,3497505,,,,,
G0070,0,member2,partial_complaint_in_rating5,5,5,"포장도 잘 되어서 왔고, 실밥 정리도 잘 되어 있어서 좋았어요. 옷이 이뻐서 한 번 반하고 옷에 브랜드 상표명도 이뻐서 두 본 반했네요. 입고 사진 찍었는디 너무 이뻐서 세 번 반했어요. ㅎㅎ 가격도 착해서 부담 없이 구매할 수 있었어요.",WOMEN 크롭 오버핏 숏 야상 점퍼 자켓 [WHITE],콜릿,WHITE · FREE,아우터,,,,,실밥,"가격, 가격도","잘, 수, 해서, 할, 있어, 옷, 입고, 있어서, 했어요, 옷이, 되어, 없이, 좋았어요, 포장, 할 수, 브랜드, 이뻐서, 옷에","너무 이뻐서, 착",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,44044247,2379403,,,,,
G0071,0,member3,mixed_or_partial_rating4,4,4,사이즈 많이 커요 닥마 260인데 5다운 255신는데 맞네요. 운동화는 265신어요 발은 편하고 가벼워요. 확실히. 근데 뒷부분은 거칠어서 질이 들어야 할꺼 같아요,WTRD1203 클리프 스퀘어토 4홀 더비슈즈 블랙 [250~290MM],위더로드,255,신발,많이 큼,,,,커요,사이즈,"다, 들, 같아, 같아요, 질, 할, 들어, 운동, 신는, 신는데, 운동화, 확실히",편하고,TRUE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,member3,,,,81838543,2091749,,,,,
G0072,0,member2,mixed_or_partial_rating4,4,4,검정색 바탕에 앞 부분에는 스몰로고가 있고 등판에는 귀여운 그림이 있어서 무난하게 매치업하기 좋은 것 같아요. 그런데 등판 자수의 소재가 약간 통풍이 안되는 것 같아서 한여름에 살짝 땀이 차긴 합니다. 한여름 말고 봄가을에 가볍게 입기 좋은 것 같아요.,스피치 반팔 티셔츠 블랙,가까이 유니언즈,M,상의,,,,,,"색, 소재, 소재가, 검정색","다, 같아, 수, 같아요, 합니다, 하게, 있어, 입기, 좋은, 것 같아, 긴, 살, 것 같아요, 있어서, 살짝, 봄, 여름에, 등, 있고, 같아서, 무난하게, 가을에, 되는, 가볍게, 로고, 검정, 입기 좋은, 땀","여름, 귀여운, 좋은 것, 좋은 것 같아요",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,member2,,,,31459873,1902585,,,,,
